base_id,base_key,latitude,longitude,poi_Transportation Facilities,poi_Leisure & Entertainment,poi_Companies & Enterprises,poi_Healthcare,poi_Commercial & Residential,poi_Tourist Attractions,poi_Automotive,poi_Life Services,poi_Science & Education & Culture,poi_Shopping & Consumer Goods,poi_Sports & Fitness,poi_Hotels & Accommodations,poi_Financial Institutions,poi_Dining & Cuisine
10188,Base_361000112F43,31.25032234,121.47927094,37,8,81,5,57,9,22,148,22,348,10,36,19,132
10189,Base_361000112F51,31.27860832,121.46903229,15,3,16,2,26,1,2,27,10,35,2,6,3,13
10190,Base_361000112F52,31.27558517,121.47298431,44,20,32,11,55,0,8,87,52,190,17,9,5,109
10191,Base_361000112F53,31.27489853,121.46663666,44,10,33,22,52,1,4,36,22,97,16,5,5,31
10192,Base_361000112F61,31.24339867,121.45480347,92,12,136,13,52,2,14,89,42,72,18,15,40,76
10193,Base_361000112F71,31.27302742,121.44905853,28,5,12,60,25,0,10,59,22,130,9,8,8,110
10194,Base_361000112F81,31.26476479,121.48599243,68,11,107,18,44,0,11,100,20,88,9,8,24,82
10195,Base_361000112F82,31.25242615,121.45288849,71,4,18,6,14,3,17,102,4,81,5,47,9,104
10196,Base_361000112F91,31.24826241,121.43735504,55,15,59,26,29,2,1,79,36,63,22,24,17,117
10197,Base_361000112F92,31.24354172,121.40982819,54,3,102,9,27,0,22,50,34,50,8,8,11,51
10198,Base_361000112FA1,31.28812599,121.48934937,42,5,38,19,30,1,6,46,19,115,7,3,13,55
10199,Base_361000112FB1,31.29634476,121.44247437,28,5,74,4,9,2,15,27,15,95,3,1,2,36
10200,Base_361000112FB2,31.29572868,121.44245911,25,5,70,4,9,2,15,21,14,36,3,0,2,34
10201,Base_361000112FC1,31.28376007,121.44743347,38,4,48,10,24,0,5,64,23,50,13,5,14,82
10202,Base_361000112FC2,31.25874329,121.4573288,41,6,51,25,44,2,1,121,17,83,3,26,4,77
10203,Base_361000112FD1,31.19243431,121.36348724,21,2,5,17,11,5,5,31,5,19,1,1,2,22
10204,Base_361000112FD2,31.19249535,121.36418152,18,2,10,18,11,6,4,35,6,22,1,2,7,22
10205,Base_361000112FD3,31.19245338,121.36392212,19,2,9,17,11,5,5,33,6,19,1,2,5,22
10206,Base_361000112FE1,31.19370461,121.34333801,26,1,13,0,3,0,6,64,2,19,0,9,2,14
10207,Base_361000112FE2,31.19374275,121.35151672,12,1,3,1,3,16,2,1,1,1,2,1,0,2
10208,Base_361000112FE3,31.1936245,121.34333801,24,1,14,0,3,0,6,64,2,20,0,9,2,13
10209,Base_361000112FF1,31.32583237,121.45349121,15,4,5,11,21,0,6,78,9,90,0,2,7,31
10210,Base_361000112FF2,31.32173157,121.46377563,30,11,15,8,11,1,12,44,46,171,21,5,3,93
10211,Base_361000112FF3,31.32711029,121.44696045,21,19,14,18,13,3,14,101,25,63,15,10,5,109
10212,Base_361000113001,31.19584656,121.31403351,163,10,25,3,12,3,11,63,4,169,4,3,3,114
10213,Base_361000113003,31.19590187,121.31426239,169,7,16,2,5,2,10,55,4,138,3,3,3,96
10214,Base_361000113011,31.24046707,121.41086578,66,15,122,11,50,0,17,108,39,99,20,18,23,167
10215,Base_361000113012,31.23758888,121.40908813,32,31,83,9,34,2,10,107,37,316,24,14,11,199
10216,Base_361000113013,31.23867226,121.40925598,30,24,70,10,33,2,6,70,29,87,24,18,11,144
10217,Base_361000113021,31.24591064,121.41992188,38,6,52,8,35,1,3,64,15,66,9,5,12,51
10218,Base_361000113022,31.27553177,121.51681519,44,0,33,42,27,0,8,39,45,29,4,16,6,41
10219,Base_361000113031,31.25743866,121.4151535,37,3,37,9,18,0,2,39,9,45,8,4,7,58
10220,Base_361000113032,31.25834084,121.41564178,37,3,35,9,20,0,2,30,10,42,6,4,7,57
10221,Base_361000113033,31.2567482,121.41490173,37,3,32,9,15,0,2,42,8,46,8,5,7,58
10222,Base_361000113041,31.2445488,121.4040451,22,5,62,6,28,3,2,60,25,70,3,8,1,80
10223,Base_361000113042,31.24318314,121.40479279,22,3,17,6,26,3,0,45,19,55,6,9,1,41
10224,Base_361000113043,31.24236107,121.40164185,28,7,21,39,18,4,1,64,16,128,7,10,12,107
10225,Base_361000113051,31.32197952,121.4811554,27,5,48,8,20,4,12,30,20,28,7,0,7,82
10226,Base_361000113052,31.32729912,121.48283386,10,1,30,2,9,0,21,18,5,33,1,5,3,12
10227,Base_361000113053,31.24297333,121.41561127,46,4,101,4,21,1,16,44,25,46,5,5,16,44
10228,Base_361000113061,31.24145889,121.43870544,63,14,82,15,44,7,7,129,39,136,19,18,13,120
10229,Base_361000113071,31.26957512,121.51132965,26,9,22,9,34,1,7,76,14,125,4,9,8,59
10230,Base_361000113072,31.26859474,121.50977325,32,15,25,12,31,1,6,62,12,114,2,9,9,52
10231,Base_361000113081,31.24576187,121.46083069,55,13,80,21,34,0,11,81,18,51,9,64,4,49
10232,Base_361000113091,31.24938393,121.44100952,25,9,34,4,20,1,7,34,18,184,5,3,5,77
10233,Base_361000113092,31.2494278,121.44071198,32,10,42,5,18,1,8,37,16,182,5,4,6,77
10234,Base_3610001130A1,31.32139015,121.46479034,33,18,14,13,12,1,14,57,58,206,36,6,4,154
10235,Base_3610001130A2,31.26110458,121.45163727,47,7,52,13,33,0,7,72,24,100,7,30,8,61
10236,Base_3610001130A3,31.24801826,121.4484024,84,10,214,15,46,6,28,127,22,209,16,40,46,147
10237,Base_3610001130B1,31.28176689,121.44232178,23,12,22,1,9,5,6,21,18,41,8,1,6,47
10238,Base_3610001130C1,31.27318382,121.42206573,34,4,8,13,25,3,9,47,6,108,9,7,6,80
10239,Base_3610001130D1,31.26621056,121.46115875,62,6,48,12,39,0,10,76,12,139,4,24,5,84
10240,Base_3610001130E1,31.31939125,121.44213867,22,0,24,18,17,1,5,40,19,72,0,2,6,43
10241,Base_3610001130E2,31.25120354,121.50370026,26,3,69,3,18,4,9,34,9,18,11,9,25,48
10242,Base_3610001130F1,31.29489517,121.43517303,33,1,114,5,28,3,21,6,7,13,2,3,4,30
10243,Base_3610001130F2,31.29500961,121.43574524,31,1,101,2,25,3,21,6,7,14,4,2,2,26
10244,Base_361000113101,31.24761009,121.46813202,32,24,26,14,26,7,14,108,20,290,16,2,3,161
10245,Base_361000113102,31.24946976,121.47681427,40,4,59,5,52,2,16,94,18,1257,5,39,16,112
10246,Base_361000113111,31.27983856,121.46102142,24,5,28,18,30,3,6,70,18,95,6,4,6,30
10247,Base_361000113113,31.2504406,121.40972137,16,0,9,5,10,0,4,18,3,17,2,5,0,12
10248,Base_361000113121,31.24875069,121.44115448,32,12,39,7,21,1,7,50,30,194,7,6,8,78
10249,Base_361000113122,31.24118233,121.45295715,63,10,95,14,41,3,7,73,26,78,17,14,19,31
10250,Base_361000113131,31.29654503,121.43248749,26,0,163,3,40,2,6,4,11,9,3,1,4,16
10251,Base_361000113132,31.30144882,121.44955444,7,2,73,7,31,1,7,29,17,13,2,2,6,25
10252,Base_361000113141,31.27643204,121.46858215,41,4,14,23,33,1,7,32,14,38,4,5,4,25
10253,Base_361000113151,31.25436211,121.40558624,14,5,11,3,13,2,1,36,9,26,5,2,4,30
10254,Base_361000113152,31.2435894,121.41461182,45,4,120,5,26,0,27,44,28,40,5,6,8,43
10255,Base_361000113153,31.24886131,121.40402985,21,7,48,6,13,0,5,39,19,45,2,5,2,69
10256,Base_361000113161,31.25276947,121.48236084,58,11,106,29,49,16,18,199,44,119,13,24,36,210
10257,Base_361000113162,31.2503891,121.48323059,66,8,91,8,60,13,27,140,25,97,9,67,35,152
10258,Base_361000113163,31.25216675,121.48131561,57,9,92,10,57,15,17,143,33,130,13,24,27,214
10259,Base_361000113171,31.29007149,121.44651794,11,0,21,0,17,0,2,8,4,6,0,0,4,9
10260,Base_361000113172,31.28583145,121.44734192,25,5,48,5,23,0,10,24,21,24,10,4,2,68
10261,Base_361000113173,31.28801918,121.44039917,31,15,98,9,35,1,14,53,31,60,23,3,4,26
10262,Base_361000113181,31.26552963,121.4232254,20,9,13,26,31,2,3,69,18,138,8,6,14,102
10263,Base_361000113182,31.26299286,121.42468262,12,4,18,8,30,2,5,51,11,133,4,7,6,66
10264,Base_361000113183,31.26061249,121.41857147,23,1,28,5,22,0,6,29,9,74,3,2,4,42
10265,Base_361000113191,31.33004379,121.52080536,17,5,2,3,9,0,2,27,6,23,3,3,1,28
10266,Base_361000113192,31.32653427,121.52655029,15,2,2,5,15,0,0,32,11,41,0,3,3,36
10267,Base_361000113193,31.32461929,121.51690674,15,4,13,6,14,1,9,41,5,65,12,4,0,48
10268,Base_3610001131A1,31.26766014,121.42362213,27,9,14,37,33,4,1,48,21,81,10,4,12,58
10269,Base_3610001131A3,31.32148743,121.44210815,25,7,44,10,21,1,5,89,32,109,7,7,5,88
10270,Base_3610001131B1,31.31105042,121.52213287,13,0,0,41,6,2,1,10,12,17,9,16,0,24
10271,Base_3610001131C1,31.29849243,121.50493622,34,14,52,6,33,4,3,50,54,78,12,22,3,88
10272,Base_3610001131C3,31.3021698,121.53577423,9,5,13,10,23,0,3,60,9,83,0,5,0,43
10273,Base_3610001131D1,31.33413124,121.5074234,13,3,4,2,6,4,2,10,9,9,3,2,2,3
10274,Base_3610001131D2,31.33429337,121.50849152,13,2,1,1,4,4,1,4,6,2,1,0,0,0
10275,Base_3610001131E1,31.30901909,121.54003906,11,1,27,4,16,1,12,20,6,25,6,1,0,33
10276,Base_3610001131E2,31.29573441,121.5448761,11,0,18,0,10,0,2,7,19,13,3,0,0,7
10277,Base_3610001131E3,31.29722214,121.552742,4,2,1,1,6,1,0,2,35,1,0,0,1,3
10278,Base_3610001131F1,31.26296425,121.44355011,33,3,33,8,33,2,5,58,13,86,2,14,4,65
10279,Base_3610001131F2,31.26008606,121.4464798,46,8,47,11,32,0,7,58,5,60,2,27,5,61
10280,Base_3610001131F3,31.25974464,121.44366455,38,5,28,7,27,2,3,33,6,46,3,21,5,61
10281,Base_361000113211,31.24168015,121.4359436,94,40,119,29,50,3,11,228,48,184,31,19,26,234
10282,Base_361000113212,31.24520493,121.43981934,74,24,99,32,40,5,6,179,41,116,28,44,21,155
10283,Base_361000113213,31.24033165,121.43829346,54,26,82,27,54,6,6,126,37,124,14,9,18,123
10284,Base_361000113221,31.28237152,121.52679443,33,6,33,28,28,5,13,64,25,153,11,4,8,71
10285,Base_361000113222,31.24375534,121.50443268,88,4,101,17,24,5,19,45,15,65,7,6,113,81
10286,Base_361000113231,31.29585648,121.52010345,18,6,16,2,12,0,2,20,29,18,21,0,0,19
10287,Base_361000113241,31.24746323,121.46440887,48,27,101,29,37,6,16,106,21,197,20,48,7,150
10288,Base_361000113251,31.31519318,121.44341278,11,3,12,22,27,1,1,62,13,110,0,7,7,34
10289,Base_361000113253,31.2952404,121.47938538,29,3,68,13,55,2,15,66,31,64,10,9,4,66
10290,Base_361000113261,31.26356697,121.48561096,61,12,107,15,37,2,11,79,25,72,8,7,19,79
10291,Base_361000113262,31.26037598,121.48483276,33,7,49,18,29,5,6,50,22,66,8,5,10,42
10292,Base_361000113263,31.26119995,121.48430634,36,13,81,19,33,3,6,64,26,67,6,7,15,40
10293,Base_361000113271,31.27720451,121.45730591,17,8,12,22,34,0,9,71,38,98,7,15,2,94
10294,Base_361000113272,31.27557373,121.45858765,23,13,16,32,45,2,8,93,21,128,12,23,4,137
10295,Base_361000113273,31.2746067,121.45550537,22,5,16,18,33,2,0,85,44,86,7,16,10,94
10296,Base_361000113281,31.30091095,121.53449249,10,4,8,10,26,0,3,51,6,63,2,11,1,52
10297,Base_361000113282,31.29695511,121.53930664,15,5,12,10,29,0,3,49,17,47,3,8,4,54
10298,Base_361000113283,31.29530144,121.53307343,23,6,51,9,21,2,2,55,22,67,8,7,10,57
10299,Base_361000113291,31.29464149,121.49446869,41,4,32,1,59,1,5,13,31,10,7,15,1,29
10300,Base_361000113292,31.2924614,121.4940033,35,5,17,2,64,1,1,28,20,22,3,12,4,28
10301,Base_361000113293,31.29371643,121.49216461,38,2,13,2,36,1,1,29,16,27,1,10,3,26
10302,Base_3610001132B1,31.25058556,121.42741394,59,12,102,18,27,2,6,44,18,73,15,12,23,103
10303,Base_3610001132B2,31.28560257,121.44293976,25,10,88,15,38,2,18,57,37,60,14,3,4,106
10304,Base_3610001132B3,31.2470665,121.40346527,25,6,52,7,25,1,3,60,22,70,2,11,2,79
10305,Base_3610001132C1,31.25129509,121.45124054,93,2,30,5,8,5,19,109,3,357,1,14,7,114
10306,Base_3610001132C2,31.25170326,121.45113373,91,0,28,7,9,4,19,103,3,254,0,13,5,108
10307,Base_3610001132C3,31.23779678,121.42857361,75,16,121,18,48,3,9,115,40,132,13,22,22,173
10308,Base_3610001132D1,31.31780434,121.44794464,12,9,12,10,30,0,1,60,10,194,0,2,2,45
10309,Base_3610001132D2,31.31535912,121.45094299,26,12,8,10,31,3,2,70,15,150,0,5,15,64
10310,Base_3610001132D3,31.31511879,121.44436646,11,7,10,17,28,1,1,62,19,114,1,10,12,47
10311,Base_3610001132E1,31.23929787,121.43424225,72,41,86,31,58,2,11,195,39,181,23,18,20,248
10312,Base_3610001132F1,31.30579948,121.51415253,35,20,36,19,31,0,5,96,29,206,21,13,6,103
10313,Base_3610001132F2,31.30302238,121.51338959,85,54,83,21,30,3,38,204,59,703,27,14,16,321
10314,Base_3610001132F3,31.30262566,121.51070404,77,57,85,19,33,3,31,241,88,914,26,6,23,377
10315,Base_361000113301,31.30345535,121.5153656,65,39,75,15,32,0,33,128,50,360,19,12,15,216
10316,Base_361000113302,31.2960186,121.51694489,41,11,33,6,16,0,4,28,9,39,6,21,15,60
10317,Base_361000113303,31.29560852,121.51430511,48,9,41,12,18,0,3,87,23,86,9,21,25,123
10318,Base_361000113311,31.29310989,121.54592896,16,3,17,12,14,0,1,31,31,30,4,1,5,38
10319,Base_361000113312,31.29009438,121.549263,9,1,0,4,8,0,0,22,28,28,2,1,0,17
10320,Base_361000113313,31.28969955,121.54090118,15,3,11,9,31,3,5,57,9,79,3,3,7,41
10321,Base_361000113321,31.26824951,121.42702484,20,3,15,47,29,3,1,47,14,77,4,6,9,40
10322,Base_361000113331,31.25987434,121.48322296,38,6,40,14,34,7,8,47,13,63,9,7,8,31
10323,Base_361000113332,31.25976562,121.48324585,39,6,38,10,33,8,8,48,14,64,9,6,8,28
10324,Base_361000113341,31.24436188,121.42906952,54,16,29,11,37,1,10,83,37,67,14,14,5,83
10325,Base_361000113342,31.24321938,121.43119812,91,35,53,27,47,1,15,176,65,162,25,17,22,231
10326,Base_361000113343,31.2437458,121.43045807,63,23,38,24,45,1,12,156,56,135,19,18,16,169
10327,Base_361000113351,31.25580406,121.47644806,47,6,48,7,39,2,0,75,18,224,7,6,12,60
10328,Base_361000113352,31.25335121,121.47956085,52,13,101,9,39,14,8,122,40,164,12,21,23,158
10329,Base_361000113353,31.25286293,121.47449493,24,3,31,7,45,0,0,39,13,82,2,14,6,32
10330,Base_361000113361,31.25460815,121.48548889,44,2,48,41,39,9,6,132,19,65,0,17,16,64
10331,Base_361000113362,31.2545433,121.48464203,49,4,68,45,39,9,10,136,19,71,1,22,20,90
10332,Base_361000113363,31.2941494,121.45543671,12,10,59,2,11,0,7,29,21,32,4,1,1,47
10333,Base_361000113371,31.28462982,121.50279236,50,3,20,0,31,2,2,31,61,27,5,6,14,85
10334,Base_361000113381,31.28713226,121.49776459,20,1,30,0,22,4,2,11,77,13,4,1,0,9
10335,Base_361000113382,31.28760338,121.49777222,20,1,30,0,23,4,2,10,74,12,2,1,0,8
10336,Base_361000113391,31.33356667,121.50759888,15,3,4,2,6,3,2,11,5,8,3,2,2,2
10337,Base_3610001133A1,31.28632164,121.50083923,36,3,26,0,25,2,2,12,83,5,7,5,9,31
10338,Base_3610001133A2,31.28694725,121.50028229,36,1,27,0,20,2,4,11,88,5,3,4,0,12
10339,Base_3610001133A3,31.27236938,121.43777466,23,0,10,6,13,1,9,36,10,54,5,0,4,13
10340,Base_3610001133B1,31.28877449,121.53896332,14,3,14,7,34,4,5,52,13,108,3,5,3,45
10341,Base_3610001133B2,31.28552246,121.53379059,13,6,15,4,29,6,4,48,9,101,5,3,7,36
10342,Base_3610001133D1,31.29543495,121.43357086,39,0,191,7,46,1,21,5,13,12,2,3,5,31
10343,Base_3610001133E1,31.27677536,121.46989441,36,3,19,8,38,0,6,50,18,58,4,7,5,43
10344,Base_3610001133E2,31.24737167,121.37522888,38,11,40,19,17,2,8,98,47,138,15,7,18,86
10345,Base_3610001133F1,31.2994194,121.43922424,28,6,114,6,33,0,11,30,5,36,3,4,8,54
10346,Base_3610001133F2,31.29974747,121.43952179,32,6,116,7,33,0,17,34,6,47,3,4,8,55
10347,Base_3610001133F3,31.29968643,121.43887329,25,6,108,4,29,0,12,26,5,25,3,4,6,53
10348,Base_361000113401,31.23483467,121.42562103,52,23,102,25,29,0,6,137,32,73,22,17,28,107
10349,Base_361000113411,31.24015617,121.41114807,66,23,170,18,52,0,14,132,47,98,30,20,27,169
10350,Base_361000113412,31.23992729,121.41093445,61,20,135,17,52,0,12,121,41,97,28,20,25,170
10351,Base_361000113421,31.28109741,121.52452087,31,4,10,9,26,2,12,63,16,117,4,4,7,63
10352,Base_361000113431,31.30100632,121.50431824,43,13,48,3,27,1,4,37,78,65,13,23,3,66
10353,Base_361000113451,31.27475357,121.46268463,30,10,26,23,36,0,6,45,19,153,10,11,8,77
10354,Base_361000113461,31.27468872,121.46273041,33,10,26,24,38,0,7,49,19,153,11,11,9,77
10355,Base_361000113471,31.29060173,121.47273254,15,5,18,9,37,0,7,49,13,91,8,3,4,47
10356,Base_361000113472,31.28844261,121.47264862,12,4,11,4,41,1,0,37,15,79,6,3,4,35
10357,Base_361000113473,31.28882217,121.46979523,8,2,11,8,28,0,0,28,6,45,2,1,2,15
10358,Base_361000113481,31.28190231,121.47147369,7,0,11,9,22,0,2,23,10,57,2,3,3,28
10359,Base_361000113482,31.27791405,121.47336578,15,4,11,8,52,0,4,69,27,83,4,15,6,55
10360,Base_361000113483,31.28135681,121.46469879,19,4,13,6,21,0,3,26,10,55,5,4,1,14
10361,Base_3610001134A1,31.28254509,121.50267792,49,3,39,0,23,2,1,44,53,43,6,6,14,92
10362,Base_3610001134B1,31.31245613,121.48105621,14,0,25,0,9,0,3,14,12,25,1,3,0,19
10363,Base_3610001134B2,31.30643272,121.48633575,23,2,11,3,21,1,4,27,20,23,5,8,6,25
10364,Base_3610001134B3,31.30771828,121.48117065,28,5,13,1,17,1,3,28,15,40,5,3,1,31
10365,Base_3610001134C1,31.28093338,121.43461609,43,3,67,9,50,0,12,18,24,34,7,0,5,79
10366,Base_3610001134D1,31.30396652,121.51639557,38,33,46,15,26,0,26,91,26,260,15,10,5,124
10367,Base_3610001134D2,31.23674393,121.41566467,46,19,88,22,43,1,16,141,49,113,25,30,23,203
10368,Base_3610001134E1,31.24275589,121.41397858,52,3,146,4,22,1,28,44,32,34,5,4,11,46
10369,Base_3610001134E2,31.24055481,121.39326477,7,0,9,11,25,2,8,29,3,60,2,2,0,23
10370,Base_3610001134E3,31.27115631,121.47018433,29,18,52,13,73,1,13,120,45,185,28,6,6,83
10371,Base_3610001134F1,31.24702835,121.41381073,26,0,33,5,21,0,10,26,11,28,4,5,0,12
10372,Base_361000113501,31.27477074,121.41970062,31,4,7,9,34,0,1,54,6,100,0,4,5,59
10373,Base_361000113502,31.27426147,121.42700958,25,3,26,7,23,4,8,19,7,45,3,8,0,47
10374,Base_361000113503,31.27230453,121.42066193,37,6,14,19,26,1,5,57,10,159,8,7,6,65
10375,Base_361000113511,31.25285339,121.46502686,36,5,46,12,42,3,9,39,11,51,9,9,7,20
10376,Base_361000113512,31.25294495,121.46552277,44,5,42,10,44,4,9,43,12,57,9,11,7,23
10377,Base_361000113513,31.25623894,121.44065857,37,4,23,5,19,0,5,51,15,53,6,13,2,19
10378,Base_361000113521,31.32640076,121.48342133,13,1,36,2,13,0,27,20,8,32,2,5,3,13
10379,Base_361000113531,31.29242134,121.48305511,40,5,214,51,44,3,13,38,24,42,9,25,17,100
10380,Base_361000113541,31.30607224,121.53738403,13,1,14,7,17,0,29,32,8,108,0,6,0,24
10381,Base_361000113551,31.27264786,121.47362518,61,35,84,19,62,1,17,184,71,426,41,8,14,256
10382,Base_361000113552,31.20148277,121.38808441,29,9,16,8,22,0,19,30,35,40,6,9,6,58
10383,Base_361000113553,31.23786545,121.42970276,71,20,92,19,57,2,7,123,47,151,15,23,13,199
10384,Base_361000113561,31.28125191,121.43855286,31,11,60,6,30,2,13,31,31,85,6,1,16,125
10385,Base_361000113571,31.25501251,121.48014069,65,9,109,11,37,12,14,120,33,184,8,14,28,125
10386,Base_361000113572,31.29223824,121.43365479,16,0,100,9,26,0,26,12,8,16,1,3,2,22
10387,Base_361000113573,31.2928257,121.43791962,22,6,49,3,33,3,21,10,8,20,4,4,5,17
10388,Base_361000113581,31.26460075,121.5121994,29,4,66,9,30,1,6,36,10,36,8,3,10,51
10389,Base_361000113591,31.25581551,121.43205261,23,8,39,6,26,3,6,50,19,50,14,5,3,62
10390,Base_361000113592,31.2544632,121.43186951,25,5,46,5,23,0,6,47,17,64,14,4,5,63
10391,Base_361000113593,31.25237465,121.42824554,58,12,131,12,32,1,7,63,22,78,16,16,24,98
10392,Base_3610001135A1,31.26540756,121.50286865,31,4,60,21,34,2,12,79,29,83,14,6,28,44
10393,Base_3610001135B1,31.31292152,121.43996429,14,4,10,12,39,0,3,59,10,59,2,2,4,28
10394,Base_3610001135B2,31.2753334,121.5138092,44,6,41,77,40,1,7,72,64,140,12,17,15,145
10395,Base_3610001135B3,31.31395912,121.44353485,12,4,11,19,37,0,1,63,14,79,0,7,7,29
10396,Base_3610001135C1,31.28556061,121.45217896,13,1,4,2,8,0,1,14,7,6,3,1,2,4
10397,Base_3610001135D1,31.27094841,121.41879272,16,2,15,17,28,6,5,46,12,212,0,7,6,36
10398,Base_3610001135D2,31.26727486,121.41915894,20,3,15,13,22,1,8,51,9,148,2,2,3,43
10399,Base_3610001135D3,31.26755714,121.41426086,27,3,41,14,19,3,14,66,9,171,5,2,7,26
10400,Base_3610001135E1,31.25847244,121.41666412,39,5,38,12,22,1,2,30,14,44,6,5,7,75
10401,Base_3610001135E2,31.25880623,121.41562653,36,3,35,9,19,0,2,29,12,40,6,4,7,57
10402,Base_3610001135E3,31.25915337,121.41661072,37,4,40,12,19,0,2,30,14,48,6,5,7,72
10403,Base_3610001135F1,31.26867294,121.48400879,43,7,31,17,48,4,7,76,22,77,8,15,9,70
10404,Base_361000113601,31.27127647,121.50556183,15,9,28,9,38,3,1,54,17,125,9,14,5,35
10405,Base_361000113602,31.28578758,121.4699173,21,7,20,6,23,1,4,34,12,63,5,5,3,32
10406,Base_361000113603,31.26223183,121.51052856,32,5,94,7,38,5,5,39,13,54,15,6,22,97
10407,Base_361000113611,31.30502892,121.51377106,51,32,47,21,32,1,16,118,38,277,23,16,10,161
10408,Base_361000113621,31.30308723,121.51254272,85,55,73,22,29,3,39,210,55,862,23,10,17,360
10409,Base_361000113622,31.28049469,121.42955017,25,6,24,6,19,0,11,36,12,45,5,0,0,52
10410,Base_361000113631,31.25597191,121.47071838,50,5,26,19,43,1,4,94,17,134,4,23,10,66
10411,Base_361000113632,31.25580215,121.47106171,49,5,25,17,46,1,3,89,17,132,4,23,10,67
10412,Base_361000113641,31.24607468,121.45014954,74,25,216,15,32,4,18,152,28,177,20,38,57,170
10413,Base_361000113642,31.29250908,121.43623352,19,8,69,6,27,3,21,12,6,20,3,3,5,28
10414,Base_361000113643,31.29252815,121.43586731,22,8,66,6,22,2,22,12,6,20,3,3,2,30
10415,Base_361000113651,31.2438488,121.43412781,91,32,72,35,49,2,10,220,53,187,29,23,28,271
10416,Base_361000113652,31.24403381,121.43462372,97,32,99,39,52,2,11,254,68,187,31,25,28,261
10417,Base_361000113653,31.24684525,121.40124512,21,2,5,13,25,0,3,53,10,62,4,12,0,40
10418,Base_361000113661,31.31043625,121.45027161,9,9,4,17,19,0,7,79,17,157,0,8,6,66
10419,Base_361000113662,31.3065052,121.44551086,26,6,87,12,16,1,15,61,26,45,7,7,3,42
10420,Base_361000113663,31.3110981,121.44392395,14,3,3,11,31,0,1,66,28,97,4,7,7,104
10421,Base_361000113671,31.25279808,121.48529053,50,3,72,31,48,9,11,214,21,70,1,28,26,98
10422,Base_361000113681,31.29958344,121.43852997,24,6,111,4,28,0,12,24,5,20,3,3,6,53
10423,Base_361000113682,31.29807091,121.43765259,23,6,115,4,25,0,4,26,6,21,3,2,5,60
10424,Base_361000113691,31.29803467,121.43791962,24,6,116,4,23,0,4,26,6,21,3,2,7,62
10425,Base_361000113692,31.29823685,121.43836212,21,6,109,4,24,0,2,26,4,21,3,2,7,62
10426,Base_3610001136A1,31.25189972,121.42727661,62,12,135,14,30,2,5,56,20,95,19,12,26,115
10427,Base_3610001136A2,31.25128746,121.42894745,57,10,117,13,20,1,5,32,17,65,11,12,21,89
10428,Base_3610001136B1,31.2945919,121.52840424,18,5,44,4,16,15,6,27,11,16,7,8,6,19
10429,Base_3610001136B2,31.29429054,121.52811432,19,4,43,4,14,11,7,26,11,11,5,8,4,17
10430,Base_3610001136C1,31.27924347,121.43531036,42,2,42,3,32,5,13,17,12,20,9,0,7,14
10431,Base_3610001136D1,31.2946949,121.51341248,53,8,54,20,30,1,7,111,26,108,5,27,30,162
10432,Base_3610001136D3,31.2555275,121.44194031,28,0,10,4,20,0,5,49,6,58,7,16,0,27
10433,Base_3610001136E1,31.2646656,121.51040649,26,7,81,11,30,3,10,51,13,60,11,5,22,78
10434,Base_3610001136E2,31.26285553,121.51200867,30,3,72,7,33,0,5,28,9,33,11,3,14,70
10435,Base_3610001136E3,31.26365852,121.50817871,31,4,83,15,38,2,10,58,11,67,13,6,21,111
10436,Base_361000113711,31.28656387,121.51834106,15,0,29,11,16,0,7,38,11,79,0,3,7,43
10437,Base_361000113712,31.28458786,121.51914215,17,4,9,11,23,0,2,63,5,126,0,7,8,72
10438,Base_361000113713,31.28322411,121.51279449,24,4,8,9,21,1,2,58,12,78,6,3,0,28
10439,Base_361000113721,31.31390762,121.50554657,14,4,22,6,13,1,1,18,10,39,6,5,5,31
10440,Base_361000113722,31.31201172,121.5056076,18,6,44,13,26,1,9,14,21,42,7,6,8,63
10441,Base_361000113723,31.31235886,121.50489044,13,3,51,13,25,1,8,20,14,32,9,6,8,58
10442,Base_361000113731,31.30351448,121.51396179,69,45,77,23,33,3,38,178,53,571,25,14,17,308
10443,Base_361000113741,31.26208687,121.47286224,46,4,30,12,33,2,4,69,19,101,8,21,0,34
10444,Base_361000113742,31.25808334,121.4725647,33,7,22,22,42,2,5,98,28,126,6,11,8,38
10445,Base_361000113743,31.25713539,121.46470642,24,3,24,3,26,5,1,53,10,54,7,9,5,24
10446,Base_361000113751,31.25907707,121.4901886,30,1,30,11,30,4,7,36,25,71,5,3,1,25
10447,Base_361000113752,31.25561142,121.48937988,43,0,23,9,40,5,6,37,13,71,1,12,4,19
10448,Base_361000113753,31.25557518,121.48880768,41,0,24,17,42,9,6,43,13,76,0,14,3,21
10449,Base_361000113771,31.23814392,121.4161377,60,26,97,20,38,1,18,133,60,136,29,22,23,231
10450,Base_361000113772,31.23605728,121.41649628,42,19,97,21,38,1,15,126,47,111,23,12,16,115
10451,Base_361000113773,31.23601341,121.41461945,40,18,84,25,39,1,15,149,54,122,24,31,19,143
10452,Base_361000113781,31.2452507,121.45167542,87,16,230,21,44,3,17,166,30,130,27,14,58,156
10453,Base_361000113782,31.29541588,121.55046844,10,1,5,1,7,2,5,3,81,3,1,0,1,4
10454,Base_361000113783,31.24480247,121.45220947,99,17,213,24,48,3,15,147,38,120,26,15,53,133
